what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401292931791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401292935310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401292941895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401292945452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401292956190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401292964605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401292965711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401292966745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401292973050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401292973906
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1401292978924
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401292979261
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401292979341
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293000072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293036562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293037074
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293054337
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293060347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293074776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293075063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293087252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293087534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401293101200
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293108186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293114160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401293119801
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293133489
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293133489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1401293133516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293136075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293140184
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293141805
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293141805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1401293141822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401293146649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293147211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401293421017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293423937
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401293423937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1401293423958
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1401293428247
activated,editor,com.android.ide.eclipse.adt,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.editors.CommonXmlEditor",1401293432231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401293449986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401293480194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401293494454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401294236715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303663304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303666052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303669124
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1401303675177
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1401303675741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303678669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303763348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303777995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303814544
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401303814767
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1401303814835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303818958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303821641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303822840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303825520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401303840071
